Time (Sec);S1;S11;S23;S24;S25;S26;S27;S28;S29;S3;S32;S33;S34;S35;S36;S37;S38;S39;S4;S40;S5;S6;S7;S8;S9;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.12666666666666668;19160.0;99.97642239999999;99.9862608;99.98259999999999;99.97253279999998;99.96887199999998;99.97230399999998;99.97916799999999;99.97939679999999;99.98650559999999;99.97596479999999;99.9798544;99.97230399999998;99.986032;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.98650559999999;99.97573599999998;99.99016639999999;99.98032799999999;99.98009919999998;99.98696319999999;99.98673439999999;
0.2366666666666667;19160.0;99.97642239999999;99.9862608;99.98259999999999;99.97253279999998;99.96887199999998;99.97230399999998;99.97916799999999;99.97939679999999;99.98650559999999;99.97596479999999;99.9798544;99.97230399999998;99.986032;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.98650559999999;99.97573599999998;99.99016639999999;99.98032799999999;99.98009919999998;99.98696319999999;99.98673439999999;
0.3466666666666667;19160.0;99.97642239999999;99.9862608;99.98259999999999;99.97253279999998;99.96887199999998;99.97230399999998;99.97916799999999;99.97939679999999;99.98650559999999;99.97596479999999;99.9798544;99.97230399999998;99.986032;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.98650559999999;99.97573599999998;99.99016639999999;99.98032799999999;99.98009919999998;99.98696319999999;99.98673439999999;
0.45666666666666667;19160.0;99.97642239999999;99.9862608;99.98259999999999;99.97253279999998;99.96887199999998;99.97230399999998;99.97916799999999;99.97939679999999;99.98650559999999;99.97596479999999;99.9798544;99.97230399999998;99.986032;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.98650559999999;99.97573599999998;99.99016639999999;99.98032799999999;99.98009919999998;99.98696319999999;99.98673439999999;
0.5666666666666667;19160.0;99.97642239999999;99.9862608;99.98259999999999;99.97253279999998;99.96887199999998;99.97230399999998;99.97916799999999;99.97939679999999;99.98650559999999;99.97596479999999;99.9798544;99.97230399999998;99.986032;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.98650559999999;99.97573599999998;99.99016639999999;99.98032799999999;99.98009919999998;99.98696319999999;99.98673439999999;
0.6766666666666666;19160.0;99.97642239999999;99.9862608;99.98259999999999;99.97253279999998;99.96887199999998;99.97230399999998;99.97916799999999;99.97939679999999;99.98650559999999;99.97596479999999;99.9798544;99.97230399999998;99.986032;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.98650559999999;99.97573599999998;99.99016639999999;99.98032799999999;99.98009919999998;99.98696319999999;99.98673439999999;
0.7866666666666666;19160.0;99.97642239999999;99.9862608;99.98259999999999;99.97253279999998;99.96887199999998;99.97230399999998;99.97916799999999;99.97939679999999;99.98650559999999;99.97596479999999;99.9798544;99.97230399999998;99.986032;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.98650559999999;99.97573599999998;99.99016639999999;99.98032799999999;99.98009919999998;99.98696319999999;99.98673439999999;
0.8966666666666666;19160.0;99.97642239999999;99.9862608;99.98259999999999;99.97253279999998;99.96887199999998;99.97230399999998;99.97916799999999;99.97939679999999;99.98650559999999;99.97596479999999;99.9798544;99.97230399999998;99.986032;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.98650559999999;99.97573599999998;99.99016639999999;99.98032799999999;99.98009919999998;99.98696319999999;99.98673439999999;
0.9066666666666666;19160.0;99.97642239999999;99.9862608;99.98259999999999;99.97253279999998;99.96887199999998;99.97230399999998;99.97916799999999;99.97939679999999;99.98650559999999;99.97596479999999;99.9798544;99.97230399999998;99.986032;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.98650559999999;99.97573599999998;99.99016639999999;99.98032799999999;99.98009919999998;99.98696319999999;99.98673439999999;
